subject,verb,object
40 % de sistema de rede de alto tensão,além sofrer,variado grau de dano
40 deputado de partido democrata de eua,enviar,carta
40 escola de complexo de maré,não abrir,porta
40 fonte,dizer visto,militar nigeriano
40 idosos,ali vivem haver,vaga para 30
40 mil família,solicitar,kit gratuito de novo parabólica digital
40 mil família de baixo renda,já fazer,agendamento para instalação gratuito de novo parabólica digital em casa
40 mil funcionário de companhia,receber,salário
40 mil pessoa,cruzar,fronteira
40 novo empresa,participar movimentar,economia capixabo
40 pessoa,ainda estar sobrevoar,vila sahy local
40 pessoa,manter,clima
40 restaurante de centro de sp,fechar,porta
"40,35",apresentar,inconsistência
40.000 pessoa,fazer,perigoso travessia
400 mil,ainda não sacar,abono salarial ano base 2020
41 %,ter,dívida com remédio
41 % de vídeo,desinformar,audiência sobre doença
41 dp tanque,investigar,9 denúncia de negligência
41 dp tanque,já apurar,9 caso relacionado a hospital de mulher intermédico de jacarepaguá
"41,6 % de mulher",utilizar,sobrenome de marido
42 funcionário,perder,cargo
426 mil família,receber,vale gás
43 %,ter,idade 50 ano
43 delas,ter,mandado de prisão aberto
43 dp,já ouvir,testemunha
44 % de paulista,aprovar,governo tarcísio
44 ocorrência,não ter,pessoa ferido
45 %,dizer esperar,queda
45 % de entrevistado,quando dizer reprovar,atuação de senador
45 país,anunciar,ajuda humanitário
45 questão,ser estar gastar,tempo
45.000 pessoa,fazer,perigoso travessia
46 deputado americano de partido democrata,enviar,carta
46 técnico especializado,atuar,24 hora por dia sete dia por semana
47 % de associado,exibir,jogo de mundial
47 % de entrevistado,já dar,nota 10
47 % de indiano,ter,25 ano
47 % de pessoa entre 21 ano,considerar,possibilidade mudar de imóvel até 2024
48 % de aluno,já sofrer,violência
48 % de associado,registrar,lucro
48 % de entrevistado em pesquisa,dar,nota 10
48 % de estudante,sofrer,tipo de violência
48 % de pessoa,relatar ter,dívida com remédio
48 senador,assinar,pedido
"49,4 %",tomar,dose de reforço
"49,4 % de brasileiro",tomar,dose de reforço
"49,5 mil",receber,valor
4º bill gate us $ 109 bilhões,cofundar,microsoft maior fabricante de software de mundo
5,receber,pena de suspensão
5 % de população,ter,60 ano
5 6 mês,não informar não não não,salgueiro entregador de gás ajudante de caminhão completo atendente de farmácia balconista 1 6 mês ctps cortador de roupa 6 mês máquina em confecção em série cuidador de animal 1 empregado doméstico arrumador 1 6 mês de animal doméstico incompleto 2 6 mês operador de audace consórcio de venda de moto vendedor pracista 1 6 mês
5 acidente,deixar,dois morto
5 de 8 presidente,receber,faixa deixar
5 milhões de pessoa,curtir,bloco de carnaval de rio de janeiro
5 ponto sobre crise de twitter twitter,causar,espanto em reunião com governo federal
5 vara criminal,absolver,galo
5 vídeo,encerrar,desfile de grupo especial de rio
5 vídeo,unir,brasil
"5,1 milhões de consulta público",foram ter possuir,saldo resgatar
"5,6 %",possuir,mãe
"5,6 milhões de família",atualmente receber,100 % de valor de média nacional de botijão de gás de cozinha de 13 kg
"5,8 %",dizer comprar,produto
"5,98 milhões de família",receber,benefício
5.124 morte violento em bahia,representar,"fatia de 12,5 % de caso em brasil 40.804"
50,sofrer,ferimento leve
50 %,não controlar,próprio orçamento
50 %,não tomar,dose de reforço de poliomielite
50 % de pessoa,conhecer pessoalmente,mulher
50 % de trabalhador,receber,remuneração inferior a 1.000 euro
50 ano de clube de esquina,gerar,livro com história de álbum
50 ano de clube de esquina,reunir,depoimento de artista
50 ano de álbum clube de esquina,rendem,livro
50 episódio de série de mangá,detalhar só,relação de tsubasa com companheiro de equipe
50 mil a menos,exercer,profissão
50 mil pessoa,atualmente fazer,acompanhamento
50 vara cível de comarca de capital,acatar,pedido de reintegração de posse
50 vídeo,colaborar,bruno vinicius de rede amazônico acre
50 vídeo acesse + tv,ter,programação rede social
"50,4 %",possuir,formação universitário
"50,5 % de empresa",lançar,produto inovador
500,votar haver,por exemplo 100 voto em branco
500 família,atualmente pedir,isenção de pagamento de imposto municipal
500 judeu religioso,visitar,esplanada de mesquita
500 km,separar,cidade de contagem em mina geral de rio de janeiro
500 mil consumidor,não fazer,autovistoria
500 mil trabalhador muitos de setor público,realizar,greve
500 pato indiano,trabalhar também entreter,turista
500 pessoa,já receber,convite para evento
50º,não significar necessariamente,mediana de salário para cargo
51 %,passar,tempo
"51,5 % de inscrito",não fazer,prova
513 deputado,assumir,cargo
52,virar,lei
527 escola paulista,já representar,"19,5 % de 2.706 escola nessa situação"
53 %,mencionar,coronavírus
530 mil casa em área,não ter,energia
530 mil casa em área afetado,desabar não ter,energia
54 % de adulto britânico,usar,tela
54 % de adulto entre 50 ano,dar,tipo de assistência
54 acidente,já causar,59 vítima
54 biblioteca de coordenação de sistema de biblioteca,possuir,unidade de óculos
55 % de brasileiro,ter,expectativa ser
550 morador,deixar,região
55º festival de brasília de cinema brasileiro,apresentar,filme de três região de brasil
56 %,comprar,item
56 % de empresário,esperar projetar,queda
560 pessoa,precisar deixar,casa
57 % de 1.508 entrevistado,apoiar,reconhecimento legal de união entre pessoa de mesmo sexo
57 edição de um de principal evento esportivo mundial,acontecer além também já movimentar,bilhões de dólar
58 % de brasileiro,viram,transmissão de show
58 % de situação,durar,ano
"58,6 %",afirmar ter,profissão
5g,caminhar talvez ter,condição turbinar
5º bilionésimo bebê de mundo,tentar esquecer,chegada espetacular a mundo
5º bpm,cercear,entrada de família em imóvel privado
5º distrito policial de osasco,instaurar requisitar,exame pericial de núcleo de engenharia
6,morrer ter,alta
6,ter,alta
6 %,admitir já agredir afirmar resolver,situação
6 % de homem,porém admitir já cometer,violência doméstico
6 01 vendedor pracista médio completo 6 mês,disponibilizar,carro
"6 1.212,00 02 encanador médio completo 6 mês ctps",não exigir não,r$
"6 1.212,00 02 encanador médio completo 6 mês ctps completo",não exigir,r$
6 cidade de grande são paulo,anunciar,reforço de agente de guarda em escola
6 câmara de coordenação,emitir,alerta
6 de 10 professor,realizar,formação em licenciatura a distância
6 dp cidade novo,ter,problema
6 dp em cidade novo,indiciar,cinco pessoa
6 mil criança de escola estadual,atingir,6.000 aluno de rede público de sp
6 mil família,receber,auxílio aluguel
6 mil obra,destacar,importância de povo africano em formação de cultura
6 mês ctps 01 vendedor pracista médio completo 6 mês,não informar,"01 ctp r$ 1.500,00 01 auxiliar administrativo médio completo 01 encarregado de almoxarifado médio completo 6 mês r$ 1.700,00 240 dia 02 líder de recepção médio completo 6 mês r$ 2.087,05 01 mecânico de manutenção de aparelho de climatização completo ctps"
6 país,gastar,r$ 4 milhões
6 vídeo,fazer,desfile
6 órgão,abrir,prazo de inscrição
"6,8 % de vítima",sofrer,roubo de carro
6.120 professor menos,ser haver,queda de 16.712 em 2014 para 12.186 em 2023
6.884 carioca,ter,carro
6.9 % de marido de alguém,desenvolver,distúrbio psiquiátrico
60 %,receber,salário mínimo
60 % de americano,aprovar,indiciamento
60 % de família,doam,compostagem
60 % de município,ainda não conseguir implementar,novo regra
60 % de pequeno empresa,fechar,porta
60 % de situação,quanto dizer,respeito a um estupro
60 elefante,aproveitar,banquete de fruta
60 governo em mundo,opor decidir reconhecer junto,presidente de assembleia nacional venezuelano oposicionista juan guaidó
60 legislador,assinar,carta
60 milhões de turista,visitar,novo york
600 dia,foram reabrir registrar,volta
600 mil pessoa,morrer pedir,singelo desculpa
600 mil pessoa,visitar,meca de rock
62,atingir,veículo
62.346 candidato de total de 67.657 inscrito,fazer,prova de primeiro fase
63 % de área de produção pecuário nacional,ter,nível de degradação moderado
64 %,planejar pagar,dívida
64 %,ter,telefone celular
64 % de brasileiro,não ter levar,fator como preço
64 % delas,ter,atraso igual a dois ano
64 nação,além ainda criminalizar,relação entre pessoa de mesmo sexo
64 país,além ainda criminalizar,relação entre pessoa de mesmo sexo
64 país,usar usar,sinovac.
64 pessoa,morrer,vítima de deslizamento
643.105 pessoa,ter,"r$ 1.000,01"
65 delegação,já confirmar,presença
65 mil residente de frankfurt,deixar,casa
66,oferecer,duas etapa de ensino
66 %,apontar,promoção especial para dia de jogo
66 % de pessoa com 80 ano,atualmente receber,dose de reforço
67 %,esperar,alta de inflação
67 país em mundo,criminalizar,atividade sexual consensual entre pessoa de mesmo sexo
68 % de população,desaprovar,gestão de fernández
68 milhões de brasileiro,ainda não voltar não tomar,segundo dose
69 agente,ter,penas
69 milhões de brasileiro,não tomar,primeiro dose de reforço contra vírus
6ix9ine,ter,ferimento em rosto
6º bpm tijuca,também receber,reforço de policiamento expressivo
6ºbpm,efetuar,330 prisão
6–,querer,bebê miguel
7 %,considerar,governo de lula ótimo
7 %,ter,evento especial
7 % de caso,apresentar,agressão físico
7 câmara criminal de tribunal de justiça de rio de janeiro tjrj,negar,um habeas corpus hc
7 câmara criminal de tribunal de justiça de rio de janeiro tjrj,também negar,um habeas corpus
7 destas 32,ter,incompetência reconhecido
7 em 100 criança de 3 a 4 ano,tomar,vacina contra covid
7 escola de região,interromper,funcionamento
7 hora de procedimento,foram operar,paciente
7 vara cível de rio,ordenar,avaliação de imóvel
7 vara federal criminal federal de rio de janeiro,extrapolar concentrar,julgamento de ação
7 vídeo,dar logo,cara
7 vídeo equipe de resgate,fazer,um dia de operação de busca
"7,1 %",afirmar comprar fazer dizer comprar,produto
"7,8 milhões 74 %",não encontrar,recurso sacar
7.060 pessoa,deixar,casa
70 %,além prestar,serviço
70 %,apoiar,formação de grupo armado independente como cova de leão
70 % de investidor de criptomoeda,assistir negociar,nfts
70 % de população,economizar comprar,item
70 % de trabalhador,aprovar,novo proposta de convenção coletivo
70 % de vaga,não exigir,experiência
70 aluno,fazer,representação
70 ano de zico maior ídolo de história de flamengo,fazer,aniversário
70 bloco,ganhar,rua de capital
70 cidade,atualmente fazer,parte de projeto
70 família,deixar,edifício
70 família,deixar,local
70 milhões de brasileiro recorde,estar começar,novo ano
70 país,enviar correr,mundo
70 ônibus,sauxer,manifestante de partes de país
"70,9 % de população de rua",exercer afirmar ter,profissão
700 mil pessoa,perder,vida
702 município,perder,recurso
71 % de estabelecimento associado,não conseguir promover,reajuste
72,sofrer,ferimento
"72,5 mil pulseira colorido",fazer,festival de ano passado
73 % de consumidor,afirmar preferir,e commerce
73 % de inscrito,fazer,prova
73 dp neve,abrir,inquérito
73 dp neve,investigar,caso
75 % de cidade,ter,energia
75 % de taiwanês,considerar,período curto
76,ter,início
76 agricultor familiar,unir formar,associação
"76,1 % de consumidor",costumar comprar,ovo de páscoa
768 servidor estadual,possuir,3 vínculo com estado
77 policial,cumprir,20 mandado de busca
770 página de documento,incluir também,material sobre atividade de ex chefe de gabinete mark meadows
78 % de argentino,ter,opinião negativo sobre funcionamento de justiça
78 % de mulher,rejeitar,mobilização de radical
79 mil militar,receber indevidamente citar,lista público
8,ter ter até,expectativa de retração de economia
8 %,dizer preferir,confraternização presencial
8 %,ter,mulher
8 1 2 ensino médio completo,cursar,indiferente 1 ensino médio completo homem estágio 1 ensino superior estágio de administração
8 ministro de supremo tribunal federal stf,usar,rede social
"8,4 % 77 mil deles",enfrentar,dor perder
80,ter,suporte básico para transporte
80 %,representar,grupo minorizado como lgbtqiap+
80 % de atleta assalariado,receber,r$ 1 mil
80 % de citricultor de região,gerer,pequeno propriedade
80 % de cliente,acompanhar,avaliação online
80 % de morador local,já contrair,covid–19
80 % de população,não fazer,declaração de irpf
80 % de titular desses cargo,ocupar,cargo eletivo em alto administração público como dirigente de autarquia
80 paciente,aguardar,cirúrgia para remoção de tumor
"80,08 %",tomar,segundo dose
"80,7 %",possuir,tipo de dívida
800 incêndio,destruir,5 mil moradia
81 %,ter,dificuldade ficar a lado de família
82 município com maior pib,já representar aproximadamente,50 % de pib total
82.362,fazer,versão impresso
828 milhões de pessoa,atualmente passar,fome
"84,72 % de população",tomar,primeiro dose de vacina
85 %,sofrer ter,dificuldade ficar a lado de família
85 % de participante,aumentar,capacidade discernir
85 % de população mundial,ter,acesso a alimento disponível em mercado
86 legislador republicano,enviar,comunicado
89,também implementar,formato
89 papéis de 86 empresa brasileiro,compor,ibovespa
9 %,sofrer,distanciamento de mãe
9 % de situação,ter,agressão leve
9 delegacia de policia catete,abrir,inquérito
9 liminar,somar,1.100 novo vaga
9 mil,sofrer,atraso
9 vídeo,fazer,estreia em grupo especial de carnaval de são paulo
9 vídeo,levar,história de baía de santo a sapucaí
90 %,ter,dano
90 % de pessoa,enfrentar,dificuldade em fim de ano
90 % de população,ter,covid
90 % de população 80 ano,receber,duas vacina inicial
90 % de vítima mortal,ter,65 ano
90 minuto de jogo,já ser fazer,um gol
